ST	CARRIER	PLANID	PLANNAME	NETWK	AREA	PREMI27	PREMI50	PREMC2C30	PREMI2C30	INMDI	INMDIA	INMDI_TIERS	INMDIA_2	INDDI	INDDIA	INIDI	INIDIA	ONMDI	ONMDIA	ONDDI	ONDDIA	ONIDI	ONIDIA	INMDF	INMDFA	INMDF_TIERS	INMDFA_2	INDDF	INDDFA	INIDF	INIDFA	ONMDF	ONMDFA	ONDDF	ONDDFA	ONIDF	ONIDFA	INMMOOPI	INMMOOPI_TIERS	INMMOOPI_2	INDMOOPI	INIMOOPI	ONMMOOPI	ONMMOOPIA	ONDMOOPI	ONIMOOPI	INMMOOPF	INMMOOPF_TIERS	INMMOOPF_2	INDMOOPF	INDMOOPFA	INIMOOPF	ONMMOOPF	ONMMOOPFA	ONDMOOPF	ONIMOOPF	INPCCP	INPCCPA	INPCCPSC	INPCCP_TIERS	INPCCPA_2	INPCCI	INPCCIA	INPCCIA_CP	INPCCI_TIERS	INPCCI_TIER2CP	INPCCI_TIER3CP	INPCCI_TIER4CP	INPCCI_TIER2CI	INPCCI_TIER3CI	INPCCI_TIER2	INPCCI_TIER3	INPCCI_TIER4	ONPCCP	ONPCCPA	ONPCCI	ONPCCIA	ONPCCI_PEN	ONPCCIA_CP	ONPCCIA_MIN	ONPCCIA_FIRST	ONPCCIA_SECOND	ONPCCIA_NONPREF	ONPCCIA_NONPART	ONPCCI_TIERS	ONPCCI_TIER2CI	ONPCCI_TIER2	ONPCCI_TIER3	INSCP	INSCPA	INSCP_TIERS	INSCPA_2	INSCI	INSCIA	INSCIA_CP	INSCI_TIERS	INSCI_TIER2CP	INSCI_TIER3CP	INSCI_TIER4CP	INSCI_TIER2CI	INSCI_TIER2	INSCI_TIER3	INSCI_TIER4	ONSCP	ONSCPA	ONSCI	ONSCIA	ONSCI_PEN	ONSCIA_CP	ONSCIA_MIN	ONSCIA_FIRST	ONSCIA_SECOND	ONSCIA_NONPREF	ONSCIA_NONPART	INERCP	INERCPA	INERCP_TIERS	INERCPA_2	INERCPA_3	INERCPA_4	INERCPA_FIRST	INERCI	INERCIA	INERCIA_CP	INERCI_TIERS	INERCI_TIER2CP	INERCI_TIER2CI	INERCI_TIER2	ONERCP	ONERCPA	ONERCP_FIRST	ONERCP_TIERS	ONERCPA_TIER2	ONERCPA_TIER3	ONERCPA_TIER4	ONERCI	ONERCIA	ONERCI_CP	ONERCI_EMC	ONERCIA_EMC	ONERCI_TIERS	ONERCI_TIER2	ONERCIA_TIER2	ONERCIA_TIER2CP	INIFCP	INIFCPA	INIFCI	INIFCIA	INIFCIA_CP	INIFCI_TIERS	INIFCI_TIER2CI	INIFCI_TIER3CI	INIFCI_TIER4CI	INIFCI_TIER2	INIFCI_TIER3	INIFCI_TIER4	ONIFCP	ONIFCPA	ONIFCI	ONIFCIA	ONIFCI_FEE	ONIFCIA_NONPREF	ONIFCIA_NONPART	ONIFCI_CP	INOFCP	INOFCPA	INOFCPA_ASC	INOFCP_TIERS	INOFCP_TIER2	INOFCP_TIER3	INOFCPA_TIER2CP	INOFCPA_TIER3CP	INOFCPA_MIN	INOFCPA_MAX	INOFCI	INOFCIA	INOFCIA_CP	INOFCIA_ASC	INOFCIA_ASC_CP	INOFCI_TIERS	INOFCI_TIER2CI	INOFCI_TIER3CI	INOFCI_TIER4CI	INOFCI_TIER2CP	INOFCI_TIER2	INOFCI_TIER3	INOFCI_TIER4	INOFCIA_MIND	INOFCIA_MAXD	INOFCIA_PREF	INOFCIA_ALT	ONOFCP	ONOFCPA	ONOFCP_ASC	ONOFCI	ONOFCIA	ONOFCI_CP	ONOFCI_FEE	ONOFCIA_NONPREF	ONOFCIA_NONPART	INGDCP	INGDCPA	INGDCP_TIERS	INGDCP_TIER2	INGDCP_TIER3	INGDCP_TIER4	INGDCP_TIER2CP	INGDCP_TIER3CP	INGDCP_TIER4CP	INGDCP_PCP	INGDCP_SP	INGDCI	INGDCIA	ONGDCP	ONGDCPA	ONGDCPA_NONPREF	ONGDCPA_COONP	ONGDCPA_NCOONP	ONGDCPA_FIRST	ONGDCPA_VALUE	ONGDCPA_SELECT	ONGDCI	ONGDCIA	ONGDCIA_CP	ONGDCI_TIERS	ONGDCI_TIER2	ONGDCIA_TIER2	ONGDCIA_TIER2CP	ONGDCIA_PEN	ONGDCIA_TIER2PEN	INPBDCP	INPBDCPA	INPBDCP_TIERS	INPBDCP_TIER2	INPBDCP_TIER3	INPBDCP_TIER4	INPBDCP_TIER2CP	INPBDCP_TIER3CP	INPBDCP_TIER4CP	INPBDCI	INPBDCIA	ONPBDCP	ONPBDCPA	ONPBDCPA_NONPREF	ONPBDCPA_COONP	ONPBDCPA_NCOONP	ONPBDCI	ONPBDCIA	ONPBDCIA_CP	ONPBDCIA_PEN	ONPBDCIA_MINCP	ONPBDCIA_MAXCP	INNBDCP	INNBDCPA	INNBDCP_TIERS	INNBDCP_TIER2	INNBDCP_TIER2CP	INNBDCI	INNBDCIA	INNBDCI_TIERS	INNBDCI_TIER2	INNBDCI_TIER3	INNBDCI_TIER4	INNBDCI_TIER2CI	INNBDCI_TIER3CI	INNBDCI_TIER4CI	INNBDCIA_MIN	ONNBDCP	ONNBDCPA	ONNBDCPA_NONPREF	ONNBDCPA_COONP	ONNBDCPA_NCOONP	ONNBDCI	ONNBDCIA	ONNBDCIA_CP	ONNBDCIA_PEN	ONNBDCIA_MINCP	ONNBDCIA_MAXCP	INSDCP	INSDCPA	INSDCP_TIERS	INSDCP_TIER2	INSDCP_TIER2CP	INSDCI	INSDCIA	INSDCI_TIERS	INSDCI_TIER2	INSDCI_TIER3	INSDCI_TIER4	INSDCI_TIER2CI	INSDCI_TIER3CI	INSDCI_TIER4CI	INSDCIA_MAX	ONSDCP	ONSDCPA	ONSDCPA_GEN	ONSDCPA_PB	ONSDCPA_NP	ONSDCI	ONSDCIA	ONSDCIA_CP	ONSDCIA_MAXCP	METAL	UNIQUEID
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0040001	BlueCross Value 0.50,  a Multi-State Plan	2	7	256.83	437.71	867.58	589.42	0				2		0		3		4		0		0			0	2		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_7_28
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0110005	Healthy Benefits Value HMO 0.50	2	7	256.83	437.71	867.58	589.42	0				2		0		3		4		0		0			0	2		0		3		4		0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_7_29
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0040001	BlueCross Value 0.50,  a Multi-State Plan	2	6	257.2	438.32	868.81	590.26	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_6_30
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0110005	Healthy Benefits Value HMO 0.50	2	6	257.2	438.32	868.81	590.26	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_6_31
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	2	310.56	443.25	1037.46	709.84	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_2_32
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	1	329.65	470.49	1101.24	753.48	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_1_33
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	6	330.65	471.92	1104.6	755.78	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_6_34
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0040001	BlueCross Value 0.50,  a Multi-State Plan	2	9	278.14	474.03	939.56	638.31	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_9_35
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0110005	Healthy Benefits Value HMO 0.50	2	9	278.14	474.03	939.56	638.31	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_9_36
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	4	339.36	484.35	1133.68	775.68	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_4_37
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	3	340.36	485.78	1137.04	777.98	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_3_38
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	5	345.05	492.47	1152.7	788.6900000000001	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_5_39
MA	Harvard Pilgrim Health Care	Not Available	Core Coverage HMO 1750	2	7	351.41	501.55	1173.96	803.24	1	1750	0		2		1	1750	3		0		0		1	3500	0		2		1	3500	3		4		0		5000	1			5000	0		0		10000	1		2		10000	0		0		0			0		2	20	25	1									99		99									1				0		1		5	20	25	1								99		99									2	250	1					0			1				2	250		1				0					1				0		2	20		1							99		99						0			1							2	20				1												99			99						1	5	2	1			20					0		1	5							0			1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					68		1			68		1								68					68				S	MA_2_7_40
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0060001	BlueCross 0.50, a Multi-State Plan	2	9	299.05	509.64	1010.14	686.27	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_9_41
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0100005	Healthy Benefits HMO 0.50	2	9	299.05	509.64	1010.14	686.27	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_9_42
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0060001	BlueCross 0.50, a Multi-State Plan	2	6	325.48	554.67	1099.44	746.9400000000001	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_6_43
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0100005	Healthy Benefits HMO 0.50	2	6	325.48	554.67	1099.44	746.9400000000001	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_6_44
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0100005	Healthy Benefits HMO 0.50	2	7	337.49	575.14	1139.98	774.48	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_7_45
PA	Keystone Health Plan Central, A Capital BlueCross Company	53789PA0060001	BlueCross 0.50, a Multi-State Plan	2	7	337.49	575.14	1139.98	774.48	0				2		0		3				0		0			0	2		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	50	0	0		0			1									99		99									1				0		1		1	50		1								99		99									0		1					1	50		1				0			1				1	50				1				0		1	50		1							99		99						0			1							1	50				1												99			99						0		1									1	50	0								1	50		1						0		1							1	50	0					1	50					0		1			1	50	1								0					1	50					0		1			1	50	1								0					1	50			S	PA_2_7_46
PA	Independence Blue Cross	33871PA0040003	Keystone HMO Silver	2	8	246.12	419.44	831.36	564.8	1	2000	0		0		0		3				0		1	4000	0		0		0						0		6350	1			6350	0		0		12700	1		2		12700	0		0		1	35	0	0		0			1									99		99									1				1	70	1		0			1								99		99									0		1					2	30		1				0			1				29	30				1				0		2	30		1							99		99						0			1							2	30				1												99			99						1	10	1									0		0								14	70	4	1						0		1							1	50	0					1	70					0		1			1	50	1								0					1	70					0		1			1	50	1								0					1	70			S	PA_2_8_47
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	1	223	379.39	751.98	510.88	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_1_48
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	3	223	379.39	751.98	510.88	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_3_49
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	5	223	379.39	751.98	510.88	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_5_50
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	1	230	392.41	777.78	528.41	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_1_51
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	3	230	392.41	777.78	528.41	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_3_52
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	5	230	392.41	777.78	528.41	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_5_53
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	2	272	463.14	917.96	623.64	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_2_54
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	4	272	463.14	917.96	623.64	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_4_55
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	6	272	463.14	917.96	623.64	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_6_56
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Oregon Standard Silver Plan PPO 99389OR0020001-01	1	7	272	463.14	917.96	623.64	1	2500	0		2		1	2500					0		1	5000	0		2		1	5000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									0		1					2	30		1				0			1				2	30				1				0		2	30		1							0		2	60					0			1							2	30				1												0			2	60					1	15	1									0		0								1	100		1						1	50	1							0		0					1	100					0		1			1	50	1								0					1	100					0		1			1	50	1								0					1	100			S	OR_1_7_57
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	2	281	479.03	949.46	645.04	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_2_58
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	4	281	479.03	949.46	645.04	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_4_59
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	6	281	479.03	949.46	645.04	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_6_60
OR	Oregon's Health CO-OP	Not Available	Health CO-OP Simplesilver PPO 99389OR0050001-01	1	7	281	479.03	949.46	645.04	1	3500	0		2		1	3500					0		1	7000	0		2		1	7000					0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	35	0	0		0			1									1	70	0									1				1	70	1		0			1								1	140	0									1	500	1					0			1				1	500		1				0					1				6	2000	0			1							2	4000	0						55	1500	750	1							0					1												55	3000	1500	0						1	15	1									0		0								1	100		1						1	70	1							0		0					1	100					1	140	1			0		1								0					1	100					1	500	1			0		1								0					1	100			S	OR_1_7_61
OK	Blue Cross Blue Shield of Oklahoma	87571OK0310003	Blue Cross Blue Shield Solution 3, a Multi-State Plan	1	5	211.45	360.36	714.26	485.25	1	4500	0		0		0		1	9000			0		1	12700	0		0		0		1	25400			0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	30								1				1	50	1		0			1								0		2	30								0		1					7	20	500	1				0			1				33	20	500			1				0		6	20	250	1							0		33	40				350	0			1							33	20	200			1												0			33	40	300				0		1									0		0								0			1						1	35	1							0		1	35				0						1	75	1			0		1								1	75				0						1	150	1			0		1								1	150				0				S	OK_1_5_62
OK	Blue Cross Blue Shield of Oklahoma	87571OK0310003	Blue Cross Blue Shield Solution 3, a Multi-State Plan	1	1	213.21	363.35	720.2000000000001	489.28	1	4500	0		0		0		1	9000			0		1	12700	0		0		0		1	25400			0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	30								1				1	50	1		0			1								0		2	30								0		1					7	20	500	1				0			1				33	20	500			1				0		6	20	250	1							0		33	40				350	0			1							33	20	200			1												0			33	40	300				0		1									0		0								0			1						1	35	1							0		1	35				0						1	75	1			0		1								1	75				0						1	150	1			0		1								1	150				0				S	OK_1_1_63
OK	Blue Cross Blue Shield of Oklahoma	87571OK0310003	Blue Cross Blue Shield Solution 3, a Multi-State Plan	1	2	214.96	366.33	726.1	493.3	1	4500	0		0		0		1	9000			0		1	12700	0		0		0		1	25400			0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	30								1				1	50	1		0			1								0		2	30								0		1					7	20	500	1				0			1				33	20	500			1				0		6	20	250	1							0		33	40				350	0			1							33	20	200			1												0			33	40	300				0		1									0		0								0			1						1	35	1							0		1	35				0						1	75	1			0		1								1	75				0						1	150	1			0		1								1	150				0				S	OK_1_2_64
OK	Blue Cross Blue Shield of Oklahoma	87571OK0310003	Blue Cross Blue Shield Solution 3, a Multi-State Plan	1	4	221.1	376.79	746.83	507.39	1	4500	0		0		0		1	9000			0		1	12700	0		0		0		1	25400			0		6350	1			6350	1	12700	2	12700	12700	1		2		12700	1	25400	2	25400	1	30	0	0		0			1									0		2	30								1				1	50	1		0			1								0		2	30								0		1					7	20	500	1				0			1				33	20	500			1				0		6	20	250	1							0		33	40				350	0			1							33	20	200			1												0			33	40	300				0		1									0		0								0			1						1	35	1							0		1	35				0						1	75	1			0		1								1	75				0						1	150	1			0		1								1	150				0				S	OK_1_4_65
